date,desc,btc_in,btc_out,hash,bal
20140304,PAYMENT SENT,0,-0.03210541,512ec5c4a22874645632095527b96c0b401cea5efb7acb2e956785a2987f3696,55.29013008
20140304,PAYMENT RECEIVED,1.7,0,83d1eca0158dcda81a72e704d115bb6ff10c15ba38d7ba14ff49059344282383,56.99013008
20140304,PAYMENT SENT,0,-0.23589644,fac008684e3a1b6be1ef8ac3621de256899f83bcc5a613e4f0007580d9f802ed,56.75423364
20140304,PAYMENT RECEIVED,0.06,0,637d21af9f173e9fdb92c90986e9608b5a5559c32ea05e8a6e4f5781ad26ebeb,56.81423364
20140304,PAYMENT SENT,0,-0.04131124,56b8f29e3c7240e652e4abe5d68c3376902f86a7663850fd8c67586935725608,56.7729224
20140304,PAYMENT RECEIVED,0.11084226,0,8fafcfae61628cc3641d00621d41d37b8f170ee1234dcafd30ed9da7ce336d3a,56.88376466
20140304,PAYMENT SENT,0,-0.04260559,d750ddc7d572774ab6512dbddf136fa9b2739f4d0bc023049f4428506cc61e06,56.84115907
20140304,PAYMENT SENT,0,-0.48402199,93afb973d2715c2eda4dd47e18eb058fbcb358d05d6db25e35bca7c455a5a135,56.35713708
20140304,PAYMENT SENT,0,-0.64855779,e8d25fac1e789902e259e5340ee6493d4cebedfcae8600b8e686ede3c411b626,55.70857929
20140303,PAYMENT RECEIVED,0.04331762,0,435c79f608f16cc5e99f1c9eb85efbfbb1a287b4a97fc1b5c217c61c7e86470e,62.70843214
20140303,PAYMENT SENT,0,-0.01082426,8b7c3d4d1bf26b61df75b40d763ab3a14c3021017449cfa27878c8255d42c7c8,62.69760788
20140303,PAYMENT SENT,0,-0.02273107,60b052421ab1a031f069d07c278565df66929ccf23aee2529b8eafae6f80f70f,62.67487681
20140303,PAYMENT SENT,0,-0.14306703,0579434f0a92a0bb1435b3ac4d7225e863a9d4fc5b3c4e5a58a87f33d7577ac5,62.53180978
20140303,PAYMENT SENT,0,-0.01274323,035752c2903d7a8cb10186b8ea08cf8ea8244f8ed9609c9bc9cc20281febbda6,62.51906655
20140303,PAYMENT SENT,0,-0.36700573,9b98bc9b7052e482716b202f13344e8ab06bee18d814cfcb52b11ea0c65ca9c5,62.15206082
20140303,PAYMENT SENT,0,-0.05021892,377658efb91619d18eb9fbd9f24a7a87e329a84ea052fe7d0e3c51679dab792f,62.1018419
20140303,PAYMENT SENT,0,-0.01471865,b35cffa09bd8e3e41e721e48bf285c2fd3bdf3ad8de2e56ccae2d3226c509201,62.08712325
20140303,PAYMENT SENT,0,-0.18203722,505d27313803ddb0c31c2b63623ff3f99731431b12e560d9d8cfbf8968f106f3,61.90508603
20140303,PAYMENT SENT,0,-0.11887988,faa00f47a5302a69fe7d38dfc2ae7a8606a6c7b637d36973b444c91cc06d04ad,61.78620615
20140303,PAYMENT SENT,0,-0.01267422,a3cc74dbd9e85ce646f54f4aad51e40eb0facf7ee0fa4fc11744cb20c5b0093b,61.77353193
20140303,PAYMENT SENT,0,-0.06483423,f1b72ea005e31183339a30f108af3744f8e555feb388ee607d31ed056c5d76c5,61.7086977
20140303,PAYMENT SENT,0,-0.04902933,5ed12829e6fc5fa7372b4d5812406327c2b9e0c5968fc0894c959804fb513170,61.65966837
20140303,PAYMENT SENT,0,-0.013938,53c34a741dbf66606ab2e76ef81545444b9de8a081cd82d4706ffc53d06fdd1d,61.64573037
20140303,PAYMENT SENT,0,-0.13681311,60604385f9c30b16aee2e1d983e011fe3a99b8f8c5bc98cd63b1acfa90e98cac,61.50891726
20140303,PAYMENT SENT,0,-0.10097057,089c55a9cce5a88c3ecb03264a8aa9bb880594b653efed0b5ee5745ac5dc1da5,61.40794669
20140303,PAYMENT SENT,0,-0.05165088,313d2e6e577d925ba6ca37bba73f7ca6505d883b86ee81e5a3dd6d264f911f1f,61.35629581
20140303,PAYMENT SENT,0,-0.01034575,3006678ca7a44d0a1de417de55d392fa8b5a83e017aa31deecb129abff87737f,61.34595006
20140303,PAYMENT SENT,0,-0.01159717,e89d2e3215ec3afdd72937e967b8e6cab7523d0f29218353db8878ddbf04a725,61.33435289
20140303,PAYMENT SENT,0,-0.19191463,53f3f04e0fa3e12823d9769960074200f722e2f92b08c16cad3f7518ccdf3742,61.14243826
20140303,PAYMENT RECEIVED,0.14399999,0,43b143d9c0fe90865259d6a14fb524635644a3150dbde17b684c27b7bebc6bfd,61.28643825
20140303,PAYMENT SENT,0,-0.0971843,afbba5b78ed3d55e04a9840c16bbf0abd40344f55768720a4649df39ff3a09af,62.89466992
20140303,PAYMENT RECEIVED,0.3276,0,7229f2a90cd72eadd43b86051b5c7d8775e984c025adb9dcc623f29a4a24e16e,63.22226992
20140303,PAYMENT SENT,0,-0.01134259,c82bc4c5b9ceb8d49803955a7ff776d8d27244c6504b9e5482019459999200a2,63.21092733
20140303,PAYMENT SENT,0,-0.14482867,0eab12ddb2d276b3e4dc639fb2de45f4dea74b411b8cd1737e3a85d8c8e7b0e8,63.06609866
20140303,PAYMENT SENT,0,-0.01014074,2031e571b22f9f0e4e60869835eabf6471ea9156427f79aa3e180e11cd77b79b,63.05595792
20140303,PAYMENT SENT,0,-0.02234102,cc5169f097244922a33fa7084d77a6e0d99bf6160d51811b4dca9189a96cb38e,63.0336169
20140303,PAYMENT SENT,0,-0.01349936,781e9c570741d00700f355e8be860b59dfba21d6ce8b762d09e8e590179317d1,63.02011754
20140303,PAYMENT SENT,0,-0.01039074,9c65f65188ad6782533e4a4471ffaa4885858cf849fc02e9dd73bf4392234042,63.0097268
20140303,PAYMENT SENT,0,-0.01499074,46dbb6b8af725b75a8df5bd3a78f669d3e7b7e95d828cc706b75983663cf7348,62.99473606
20140303,PAYMENT RECEIVED,0.009,0,ea74313bda3c06f24ae88f805298192f606fa58465718f7a0e1bcec02a88c047,63.00373606
20140303,PAYMENT SENT,0,-0.21182976,52c1bf5c08f0805920e3f914e2c137182efa2c87d0e35136b36a731b7927fe08,62.7919063
20140303,PAYMENT RECEIVED,0.017,0,691dfda010dd2d21badc776437f33d6123c690b83c6a482bea7bfac98e7210ae,62.8089063
20140303,PAYMENT SENT,0,-0.10435204,fca6cb3e7f3ec634535a1124bbe6f665d296fe3f613bf963f5eaeb22b9f325b3,62.70455426
20140303,PAYMENT SENT,0,-0.0130583,a1915b66a90b11ddfedd125bd9b98ed9e89dad4f80c653f4cd8b599f9660d12d,62.69149596
20140303,PAYMENT SENT,0,-0.01330981,644d394033b14f05dfb44f83ea99c45693f757f9739628d8d8ae659d3100fbcc,62.67818615
20140303,PAYMENT SENT,0,-0.01542496,2f54f06b31a34837653ac3f755f0ea36d6d2d9dc8708abecc843819ca5a8f2dc,62.66276119
20140303,PAYMENT SENT,0,-0.01556556,43dc5756b7ac703d74d4f4abcb7ccaa5843b6ee820516d5f933898019b894dde,62.64719563
20140303,PAYMENT SENT,0,-0.02154869,5ea1b731896c4915ccc940c7c568d253e1915bf927a1ae5b0ff89ac8cae8fe7d,62.62564694
20140303,PAYMENT SENT,0,-0.15932242,e282a4cf5906d746b52de634358ca97a2aa18814a5866d9ff59bb229a2970f79,62.46632452
20140303,PAYMENT RECEIVED,0.017,0,7c61148b43a7f2b721eb6896dd6ac2a589f8f82d37c7e62ed0e3ca9f502549a2,62.48332452
20140303,PAYMENT RECEIVED,0.16129,0,c1ac26e957f0fd63c2d4b807db59b594827432ebe26bd8ed71e21996691d1d53,62.64461452
20140303,PAYMENT RECEIVED,0.0205,0,3353b949ed35306a8d0a3ee4d4499be1ca21b346108b74ac9061f9fe2ad7115a,62.66511452
20140303,PAYMENT SENT,0,-0.01088732,860d9369bb03d8f29dea930a02bcd11771caccb7d4ad7e03ac809009b60cb7a1,57.5497045
20140303,PAYMENT RECEIVED,0.02,0,9d65c3ee58df246ba21bce960707888c1b6df376e5859e3add959e942769ce77,57.5697045
20140303,PAYMENT SENT,0,-0.34470655,e321debd4ce721f329ea60f964635c27cc687b76834f69d0d41375b85bac160e,57.22499795
20140303,PAYMENT SENT,0,-0.01017572,e6022a56f34f8a5079efcc18179c6173eff8b367882a69ac8a6977e451da3afe,57.21482223
20140303,PAYMENT SENT,0,-0.01927532,89093d65d0d6ce48acac927988d241279de779679a5b3f7ad1bb5efa4deefcbd,57.19554691
20140303,PAYMENT SENT,0,-0.01017355,39a2e8f63010cb70abf1212e1aa7ff56e10fcff9111db211d844adeb49351f97,57.18537336
20140303,PAYMENT SENT,0,-0.04128634,99aab0af7cce198ed3b61376b720aa8679c48a006fa21077e22b9194661f42df,57.14408702
20140303,PAYMENT SENT,0,-0.034589,87e0a90507691a6ca4ef401eab51f8db7e3055457ebf1632e31b05c012cac1fa,57.10949802
20140303,PAYMENT SENT,0,-0.02136013,b365f004b4da437f2d354139ffba3b6adfc6844e84fe708006419358619f0495,57.08813789
20140303,PAYMENT SENT,0,-0.02009972,62c777121d6029cfc8b7cb42eaf6b22e13e66e32760cee0b57802d690e597932,57.06803817
20140303,PAYMENT SENT,0,-0.01568594,2ab38a1d15988b2e5a8c9085af09611114f38edb705402b29e803481686f79bf,57.05235223
20140303,PAYMENT SENT,0,-0.01270958,acedbd0d8b9245a02e81df91be85939b7bc670a84bb084aedbaeab5630453630,57.03964265
20140303,PAYMENT SENT,0,-0.03849732,1cc2a57c482e1a3e581c1874b96c0f39274b34ac941a3282667f8e9cbe9d4944,57.00114533
20140303,PAYMENT RECEIVED,0.058,0,116d7be2979bb7f1cf7a27c97819e564ebbb4d1475af08f28b375430164360be,57.05914533
20140303,PAYMENT RECEIVED,0.015,0,a57130599f33218a749ada94b0393595339a7dfdda20f4f0193274dcae4c14ed,57.07414533
20140303,PAYMENT RECEIVED,0.30937062,0,e1bea1ff2f98c8a25c5736287e65ab79f46e5b2adfb37115f21160d327a5f1d2,57.38351595
20140303,PAYMENT RECEIVED,3,0,046de2159fe700b931760df938a2241001d8866911984bb8937b79383adefc1b,60.38351595
20140303,PAYMENT RECEIVED,1.5,0,32ebf25b17fd004b775b355b9a2cacd54cac0c399bc0ebf80d0e895513082d09,61.88351595
20140303,PAYMENT RECEIVED,1,0,3243b0c9a8445360f5fecaba17fb5773b10792867035af02c900c3e51c5d93aa,62.88351595
20140303,PAYMENT RECEIVED,0.1697,0,8cb3b29aeb9fb693ae2761bcd2acaad881ff186eef6a5a62a721e9a5476dc4e4,63.05321595
20140303,PAYMENT SENT,0,-0.06136173,df1219ab803205ce6fb9e99a81dfe353347a0211b33b1e64e8c4ecc87b95198a,62.99185422
20140303,PAYMENT SENT,0,-0.0891163,61d3af03fcc1aac0e6ee39ce941978103e3afb4e18724aeed06baa8b1e5e649e,58.00548631
20140303,PAYMENT RECEIVED,0.027,0,2fd1d2bff884b4ee48d2dabe1725766abe04fde8e5d9853386287ea6d22038c2,58.03248631
20140303,PAYMENT RECEIVED,0.04042458,0,7fee49e2387491dcb41974bcd4b02549f0d1d6a4276392b76c806c6656ced0a1,58.07291089
20140303,PAYMENT SENT,0,-0.11907326,06055b1165e4ece6372fc78c77fa3a9e9e8edd3816adf7803b2cf6da32bfda87,57.95383763
20140303,PAYMENT SENT,0,-0.01339923,a751d216c5a900964a6c3acdd408e8b1b700a508ddad8a15a7f2dd16648dc5f6,57.9404384
20140303,PAYMENT SENT,0,-0.09853262,03c3d29307fa7d821bf7ddc1d9b1b0e3dd255f48cf8db994223dcbadf0806031,57.84190578
20140303,PAYMENT SENT,0,-0.02728655,9fcd6a24fb685f8ed6bee62baa281796bbba1e4110a7ba15475404e7564f9716,57.81461923
20140303,PAYMENT SENT,0,-0.05763722,9b04a1ee3c85bdb56e6dd5f862a13d1f881323cc78f7bcf4046b6b58b0f62917,57.75698201
20140303,PAYMENT SENT,0,-0.02174508,b122b95fbb1198dbdd9db5b3eaa08f66d820885b0d4124187383e042dfd7395d,57.73523693
20140303,PAYMENT SENT,0,-0.15551109,0794bdc49b4adc6b32b41da548a95431fed53da4e059e6d77e84321f760eb8e0,57.57972584
20140303,PAYMENT SENT,0,-0.01913402,8f7260e37cf5449b0de65b06f53d44fbb582372fb52bd80583a98ad5e5bc161e,57.56059182
20140303,PAYMENT SENT,0,-0.01173744,2150f29fff908c9c3e1dd9e68642cc900ccf9bb3ac1729f36f2cfddaafa93538,60.42047361
20140303,PAYMENT SENT,0,-0.02728655,fa7ceb5cfc7a3703a643968e981be80100aa5ed62f67439cedb9c98837c2035a,60.39318706
20140303,PAYMENT SENT,0,-0.29289606,0a5fae681b983dcf8cc96343aee0f2aa47edf94d78df1e7835c9094508d4e821,60.100291
20140303,PAYMENT SENT,0,-0.01225377,ad729d1b95d125a5b7c5db4bf86b4d9d648c9f0031be9f1b685e0ffd78b86167,60.08803723
20140303,PAYMENT RECEIVED,0.036,0,c3d13abe35ea6c6f13d0837b7174c10220b0ba4efa5b43ac1d5c497c197aeab1,60.12403723
20140303,PAYMENT RECEIVED,0.11,0,859b686bb26faa290c9670fd5d8caee987a739578041bf675788308fe869473d,60.23403723
20140303,PAYMENT RECEIVED,0.035,0,a10fb5e2b6605f2dd06ec757279e1276d5a28331a3c6bb117f387b4a28cf87e7,60.26903723
20140303,PAYMENT RECEIVED,0.2248,0,6ad470ca70ecaa6d9a4ecf1cc57909dec5e7cb3d847c377f44f60a14bfef1059,60.49383723
20140303,PAYMENT RECEIVED,0.108,0,7366c34f6ee4d0f833b95d3c70f9a218d014ab94432c115abf8bab804be65cb6,60.60183723
20140303,PAYMENT RECEIVED,0.03200934,0,3d1b6755520360964558414930355aa0bb21fe3017f58f639d8c9af720b53799,60.63384657
20140303,PAYMENT RECEIVED,0.03,0,a79bf94801e4722d5cf5c7bdf795fd37516a2dfe04dfb09266e59ca3ecc0359f,60.66384657
20140303,PAYMENT RECEIVED,0.06,0,8402bc15782e64a7723306c2463adb6a811854a6f1a0128b995cdd3c26924173,60.72384657
20140303,PAYMENT RECEIVED,0.01715488,0,b7885fff55d5a54b419865d0b1b726635998b0af7eaf07a55dac81e99a062105,60.74100145
20140303,PAYMENT RECEIVED,0.0322,0,facd95b6594c821f2c2680e955e348976a2bfbb3bb0117883649995aa1a94d64,60.77320145
20140303,PAYMENT RECEIVED,0.4,0,816f737149ff324812fc64cc3665e888a1abc4ab74f0ed2cbd0f210da3252cc6,61.17320145
20140303,PAYMENT RECEIVED,0.03,0,fe5b3601d81e2dc3d6a4cb24da44d6ac0fc74f883a5ab1d919c6b2a1492e7d49,61.20320145
20140303,PAYMENT RECEIVED,0.029,0,28abc2ce95037b45fe73154749e3dbc756707dffff73537edaa993eac134806c,61.23220145
20140303,PAYMENT SENT,0,-0.01608702,43dbeaec12a7231e57cd6839ff53ab14e85b8ad01445d3e28df6b49730a31725,61.21611443
20140303,PAYMENT SENT,0,-0.09337233,2908cb2b955b2b198ab0b55b207d8ee604fc7e786418ef7803b422723dda83e8,61.1227421
20140303,PAYMENT SENT,0,-0.01925951,224f821791cf6b365b4c5ff784708cda49707ca4410fea5c032e7a070ad880de,61.10348259
20140303,PAYMENT SENT,0,-0.22671253,f88331d7551142b1eeec5f23736af7f9e3c724c74c8882b7d215c74dfc11ea87,60.87677006
20140303,PAYMENT SENT,0,-0.19908315,7dce386bbe16265332e6dce7537ebf79a431e5faa6e7a7e6149cc3739a7b65be,60.67768691
20140303,PAYMENT SENT,0,-0.11058747,22462da046afb98efa4405ef66c972e7c57c714f05c70d25e44fdc312d8b862e,60.56709944
20140303,PAYMENT SENT,0,-0.16986257,5be03171df0bfcac565bec8085a45b9ec2096e3150760fe616602aec18c98ac7,60.39723687
20140303,PAYMENT SENT,0,-0.02723594,883ecab7dff2c49f7366de9a4ef9b62ed3d6892563ba0fa788db0f18cb96afcf,60.37000093
20140303,PAYMENT SENT,0,-0.05285612,f15e462ecedea036bbff149b988f5838dd2544d403f73031f8e9747673dca80a,60.31714481
20140303,PAYMENT SENT,0,-0.77112231,fea9adc1c19cea2000bc82c20f26844f5af17ae9566b979194ef88d4ca9ddc6b,59.5460225
20140303,PAYMENT SENT,0,-0.15007789,f627c6d22c482d0ffa53902c58a04383fed78db65ba1d72fad0cf57140f0b960,59.39594461
20140303,PAYMENT SENT,0,-0.8405397,44a79ee9f29207a03b612c67b2e8c0e4cb95956ba1862cbb26d6bf3b63b80784,58.55540491
20140303,PAYMENT SENT,0,-0.01615342,23c0bacf973351e0196921dfaca8fd0667c67cdb522b8e792e05d5e569a0bd3b,58.53925149
20140303,PAYMENT SENT,0,-0.01339644,ef664b32fe901a9e434440bb0005c6e1c48639a176496884be7499a5d6f33579,58.52585505
20140303,PAYMENT SENT,0,-0.10039556,d5d7bed0e43a965d846eddcbd810e057362041db4e09365752b89abce99b7c7d,58.42545949
20140303,PAYMENT SENT,0,-0.01534692,a0f46358983bc048b98e227e0f32dab0e12869dc6741d8a225dd54be7e3db56d,58.41011257
20140303,PAYMENT SENT,0,-0.16137006,4b72c7e1ee1cbef845c13c3dd1fa92ea3d54fbd59a2bd0a18be34b983658739e,58.24874251
20140303,PAYMENT SENT,0,-0.01236514,6822cf0bd1247a07f08568b0690f25f92ae2c330236f5566b78c7c1892846790,58.23637737
20140303,PAYMENT SENT,0,-0.01291982,ad84d5ea20c37cfc69f373383284ec46a649d2c68a78cdb6c6ecb604fbf1c95f,58.22345755
20140303,PAYMENT SENT,0,-0.0781492,8fe1675e98a2a1584858bc7a0df99951ea21d24b893dba0e6ca44d2ddb20913a,58.14530835
20140303,PAYMENT RECEIVED,0.1,0,42ea058599b695932d72d5812bb4bce96ea62cecfd373f41c553222491733014,58.24530835
20140303,PAYMENT SENT,0,-0.15070574,b8d4174171effed19fe65d9e194f351975b7ab78254a3bc40a536b502c8e556f,58.09460261
20140303,PAYMENT SENT,0,-0.1070502,ed7a83ae615bb74d896408bd485d1feb2cdafb54d78cafcd589ffdce8cf7edb4,62.3767096
20140303,PAYMENT SENT,0,-0.03900503,49de462af53ba29f0527b43c25fe5039c69ad101ff3e3168ea8e0be6eabd8342,62.33770457
20140303,PAYMENT SENT,0,-0.28578908,65a94bdafd632e475f9facea07598846cf842365cdc339fb88a16793e5d7e2b6,62.05191549
20140303,PAYMENT SENT,0,-0.10440467,df3e2fe0a9c7b168febc323ccd9de10119af959b20d852d3d2db10c2872da286,61.94751082
20140303,PAYMENT SENT,0,-0.03210934,b6588d749a45537bff72da4b22bbfc00a78321f6562b72e30eaf92eb32c23fb7,61.91540148
20140303,PAYMENT SENT,0,-0.01044429,8612201056eef04d93ba424384de023911b46b6d4b07ec2ddc698a0448dc175d,61.90495719
20140303,PAYMENT SENT,0,-0.09294452,694539cd8ee84e1434c81e714715d2fcfa40f182e86136b5a5ad320a7b5d9b17,61.81201267
20140303,PAYMENT SENT,0,-0.01921761,4f60ad4c5122334f23c149d1a2da31960d5f81421f9c684275219ba4e63e6b01,61.79279506
20140303,PAYMENT SENT,0,-0.01852339,0a7fff5e3af0385f098e9dbf32be6c65e9ee71e470dccea51855cf8d24c5883d,61.77427167
20140303,PAYMENT SENT,0,-0.06409939,b42b644fef73c510f3c3ce14bd8a4c615495c6083f31535a01d3049fcb404582,61.71017228
20140303,PAYMENT SENT,0,-0.0183908,2e0b398807d39788ac89d69dfb7aad62155e33c2b53d859e2d4f60d159ea39a4,61.69178148
20140303,PAYMENT SENT,0,-0.01355159,7271e2be704d194cda08ff2499e578dad196a353126a7c4acda63761687d497a,61.67822989
20140303,PAYMENT SENT,0,-0.01155199,0714eb83f47e5f48073db8493d452d13574cc1db2e986d81d01740adb6fc56ad,61.6666779
20140303,PAYMENT SENT,0,-0.01971103,eb1dac1b539296a140d425a37f22bd31fa0ae6826237e51b2d56d47481c950f0,61.64696687
20140303,PAYMENT SENT,0,-0.01590739,e2889c750b1b4777cc9aeb8e044a37be83adb8dd79fdcaa209efd8d93d5a7c36,61.63105948
20140303,PAYMENT SENT,0,-0.20590185,150626d09000de1816b9fed250f14a35b8f03023278e0d44e9d5d439c757cf16,61.42515763
20140303,PAYMENT SENT,0,-0.02366528,f0b7b645cf1b77d26e4c480abde8763fda0ae6c9fef6740a488b2f0997aca3b1,61.40149235
20140303,PAYMENT SENT,0,-0.01182079,4cde79b55652e95cc222bb4fb0d2005a874f634626efb9397c7c27ea1d5b3b1d,61.38967156
20140303,PAYMENT SENT,0,-0.01105589,33c85a3c151fd3162f3cfe87d8183226dd528fbd739f02da53fa2564cf7b9ff9,61.37861567
20140303,PAYMENT SENT,0,-0.09181664,fc8529fe1aa8316f1a4a2aee8753b642cfa591a2e76066a81be1ee0465e8ba7d,61.28679903
20140303,PAYMENT SENT,0,-0.01696368,eb9f52c480c3b799c36c675a2855a54a59e6ba78bcca8e3d6fdfe5c113b4b331,61.26983535
20140303,PAYMENT SENT,0,-0.02783398,fa89c7100b2eef3dda23744d9ff6d8361edbb97304dbb236729d622c7fe3ee10,61.24200137
20140303,PAYMENT SENT,0,-0.01413927,0d50911de7c7005814448f5592a67da8b0c45fe663447ee22f913a11ff947f63,61.2278621
20140303,PAYMENT SENT,0,-0.01117996,0c3aa2052fd7367064a22c3c720fcc75a1fa3a303b282f4b4264e885fa85023f,61.21668214
20140303,PAYMENT SENT,0,-0.05520532,410b2b431218dd2be7d0dda6f7219c2640f3c0bf0dc0b36f497e12dd684bdd43,61.16147682
20140303,PAYMENT SENT,0,-0.44793881,9076375766318e5c6bd0002de3ea348ba9ff1048741d2d429daed5bdc8cb38ee,60.71353801
20140303,PAYMENT SENT,0,-0.01590704,ec8011386fbad37bf6716ee2a35bd27aa091d70eb5cde2dd2279dbee843a0519,60.69763097
20140303,PAYMENT SENT,0,-0.16349259,217d5854993768c400ccb5ef00506a870249a47573c6a3d63f4e35974e19bce9,60.53413838
20140303,PAYMENT SENT,0,-0.01048943,3c9c8e63ac53e83662076dcfd054b59f65ff101356aaf5b3675b9e9c3fa07cc2,60.52364895
20140303,PAYMENT SENT,0,-0.01101679,c8e43eaad54371b1748844af0b372563a222a8c64a7f65fbaae9bf0429bf5c5c,60.51263216
20140303,PAYMENT SENT,0,-0.01058266,d532f8910c8600d7cf4a231f18ccb712a3d1fa3b6dc5b9debbb076ae092c2027,60.5020495
20140303,PAYMENT SENT,0,-0.01063594,4f7059afa11706816b07359bcd059a95592e57cd409350aed7ca3829813b0c32,60.49141356
20140303,PAYMENT SENT,0,-0.02060396,073d8b4dcf44225d0c060122d2dc904d657fa6bcc1977cc29e750fd0518b98ed,60.4708096
20140303,PAYMENT SENT,0,-0.0152765,0554962665fa695c9a3a3ec1ebe5952124a33e308c2abe1daa684d0c4c5a6223,60.4555331
20140303,PAYMENT SENT,0,-0.01321729,c806e1bc7bc9ee83e9d4648a43cc2994db81ffe2b1a6a2ba1ebc657c701e75d7,60.44231581
20140303,PAYMENT SENT,0,-0.01010476,61c991de2bf8ab1f6f5407dee6d1e33021cd51a10d6678592d80f9dbd7cb7eba,60.43221105
20140303,PAYMENT RECEIVED,0.022,0,e1d117e662c8e922f71296a1c1c1a0d50b51b8a9fe2d4674c2a01d7252756b2d,59.29094678
20140303,PAYMENT SENT,0,-0.01842117,d04b70fabb88989d68108c2e41ba20a32fd410658b02a98184db94cf688258d9,59.27252561
20140303,PAYMENT SENT,0,-0.01249084,138899d105b67d2735b48f50c6b85d25d1e98a02b183313b62682e23cbde64d6,59.26003477
20140303,PAYMENT SENT,0,-0.58956623,46614ae09d293a5f0caa9b3240e16dbf886a797f22c6648defd2b9fc6e1d13d5,58.67046854
20140303,PAYMENT SENT,0,-0.07558172,232f69346c34c48d16b0075ea132c140f5d6c3ca2004b00d2bed4442d4ec1a9d,58.59488682
20140303,PAYMENT SENT,0,-0.07120448,60fd81998e164103c39f2ca293f56aeba09212e9013aa50abd7efac2131cbb01,58.52368234
20140303,PAYMENT SENT,0,-0.10684,bf0c2dfb424a59699277e3c3a9e824611872cafac27edbf744d76bcdc1808aa1,58.41684234
20140303,PAYMENT SENT,0,-0.0110483,e5731967ba106ab9ae27f9908f008fa4111623aaa71b752b39d725ffdf246d3f,58.40579404
20140303,PAYMENT SENT,0,-0.03951866,2dd6c6aba1db0bb3e815d7b9972ef7746a3140352be31fd86a044a3cf872a9c0,58.36627538
20140303,PAYMENT SENT,0,-0.02119676,0e6ee88ac7330d660936b884622a8bff5dfe11e08d996aeb710ef28ca788451d,58.34507862
20140303,PAYMENT SENT,0,-0.01545334,b6bfe15ee3db26f765e2002ea6014a7532748d3a6f5daa804e460404a5eecabd,58.32962528
20140303,PAYMENT SENT,0,-0.02274062,40e2d4cd9f711433a641b161e5404f81a0884f4a0c23c02433c7659ff2129b7b,58.30688466
20140303,PAYMENT SENT,0,-0.07893652,f469dfdb127dd6a2f47a968583d21e5989d4bf309855a855204ce769ed9c848b,58.22794814
20140303,PAYMENT SENT,0,-0.02410971,862dc22ddb9943d41e7dff3305558753980042413e6327fa558f4d3a5b5d7bb3,58.20383843
20140303,PAYMENT SENT,0,-0.01675264,2ae37bbdfde90529284894d860beee64bf5acd7a6e51a320a575f6ae6e0b7af2,58.18708579
20140303,PAYMENT SENT,0,-0.01209366,6ad8e82c4485822f68172112131860f6f5670696dde270359d2d30eaa1aca3d5,58.17499213
20140303,PAYMENT SENT,0,-0.01209366,156e542daacc4ff9b5dba6635f039ed1f7c74cfaa8f02598a89fab846e385337,58.16289847
20140303,PAYMENT SENT,0,-0.17604926,2ac7d93460a6b65fd06490e5ee4bae6a39de91928e790b545f7f7d4bd2ef4bc0,57.98684921
20140303,PAYMENT RECEIVED,3.0593,0,6beaee03145258ce426003f5e5316336a82c27dd9de1ed31f8bbd116626c2d09,61.04614921
20140303,PAYMENT RECEIVED,0.0174,0,6689ca337eb2c07e051c021a129a7af182504eb700f7c0d44173eb107c9a33ce,61.06354921
20140303,PAYMENT RECEIVED,0.4028,0,7c37312f56ba3f03f6ea42478c777538354300f6329805694ddc8d9e4f45b267,61.46634921
20140303,PAYMENT RECEIVED,1.111,0,2f4497730d9691f12e99d9078ca3135ee693ce9b21caa8376887b026f687b790,62.57734921
20140303,PAYMENT SENT,0,-0.01970878,e1dfc88e23622ffa101156967c15bb348fbb16bfe2c52fa42fa4450fa2dbab9d,62.55764043
20140303,PAYMENT SENT,0,-0.08113759,9e8d42beff333ce49b238ada9c6ba60eedf5a78bdb2b9a401e0fbab24feca70b,62.47650284
20140303,PAYMENT SENT,0,-0.05091169,dd00006984f6f0e0b6038ba5de1e5e2265a4c5fe146ec22a2c55ffebc233d8b8,62.42559115
20140303,PAYMENT SENT,0,-0.02455988,3c2ec10b2178b2e230ebedc813a65bbccd5d6a33eda3362264b7340d5b71806d,62.40103127
20140303,PAYMENT SENT,0,-0.01042101,2fc30d2228b8697b5a4dafd30115b84dadee120940a1445fb89ccb66821d66fb,62.39061026
20140303,PAYMENT RECEIVED,0.01309623,0,d8540ff0acfca4662d296226639d09c7bb160ab4564ed398b9b95766e9327260,62.40370649
20140303,PAYMENT RECEIVED,0.05,0,59ddf3cbdb91d0eaa0741bc1a9a5b77735183ecaf33a32970010df67fabd5788,62.45370649
20140303,PAYMENT RECEIVED,0.0155,0,e510cd7541ee774f2fdc501c0134683e75ae9e10a42d145d813912fd36639819,62.46920649
20140303,PAYMENT RECEIVED,0.01455331,0,acd4b1eab830f4c0f154d19333246217fe3f64c1312469660785f06b06ec3478,62.4837598
20140303,PAYMENT SENT,0,-0.01949788,e688847afc7c1dee46f98ff0e7809cf577c14821b2529d4675bfb4cf7ece7076,60.59566235
20140303,PAYMENT SENT,0,-0.03020878,8be2e6e330acb624e0b197ffbb6504caa44b3c34e5ccfb8f8cbc5e996fbc919c,60.56545357
20140303,PAYMENT SENT,0,-0.01064821,4265271609e243357784298cf4d07d054f021498db404176bd369f143a47ae54,60.55480536
20140303,PAYMENT SENT,0,-0.0182704,1f3adb48eaf52625767c15cbac5a552d142ef9386b09ccbb2ebfa38333d95bed,60.53653496
